plz,city,cityaddition,district,street
01067,Dresden,,Friedrichstadt,Adlergasse
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Alfred-Althus-Str.
01067,Dresden,,Innere Altstadt,Altmarkt
01067,Dresden,,Friedrichstadt,Am Bramschkontor
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Am Queckbrunnen
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Am Schießhaus
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Am See
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Am Zwingerteich
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Ammonstr.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Ammonstr.
01067,Dresden,,Innere Altstadt,An der Frauenkirche
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,An der Herzogin Garten
01067,Dresden,,Innere Altstadt,An der Kreuzkirche
01067,Dresden,,Innere Altstadt,An der Mauer
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Annenstr.
01067,Dresden,,Innere Altstadt,Antonsplatz
01067,Dresden,,Innere Altstadt,Augustusstr.
01067,Dresden,,Friedrichstadt,Behringstr.
01067,Dresden,,Friedrichstadt,Behringstr.
01067,Dresden,,Friedrichstadt,Berliner Str.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Bernhard-von-Lindenau-Platz
01067,Dresden,,Friedrichstadt,Bremer Str.
01067,Dresden,,Friedrichstadt,Bräuergasse
01067,Dresden,,Innere Altstadt,Brühlsche Gasse
01067,Dresden,,Innere Altstadt,Brühlsche Terrasse
01067,Dresden,,Innere Altstadt,Brühlscher Garten
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Devrientstr.
01067,Dresden,,Innere Altstadt,Dr.-Külz-Ring
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Ehrlichstr.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Ermischstr.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Falkenstr.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Feigengasse
01067,Dresden,,Innere Altstadt,Frauenstr.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Freiberger Platz
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Freiberger Str.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Freiberger Str.
01067,Dresden,,Friedrichstadt,Friedrichstr.
01067,Dresden,,Innere Altstadt,Friesengasse
01067,Dresden,,Innere Altstadt,Galeriestr.
01067,Dresden,,Innere Altstadt,Georg-Treu-Platz
01067,Dresden,,Innere Altstadt,Gewandhausstr.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Grüne Str.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Güterbahnhofstr.
01067,Dresden,,Friedrichstadt,Hamburger Str.
01067,Dresden,,Friedrichstadt,Hamburger Str.
01067,Dresden,,Innere Altstadt,Hasenberg
01067,Dresden,,Innere Altstadt,Herbert-Wehner-Platz
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Hertha-Lindner-Str.
01067,Dresden,,Friedrichstadt,Hohenthalplatz
01067,Dresden,,Friedrichstadt,Institutsgasse
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Jahnstr.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Jakobsgasse
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Josephinenstr.
01067,Dresden,,Innere Altstadt,Jüdenhof
01067,Dresden,,Innere Altstadt,Kanzleigäßchen
01067,Dresden,,Innere Altstadt,Kleine Brüdergasse
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Kleine Packhofstr.
01067,Dresden,,Innere Altstadt,Kramergasse
01067,Dresden,,Innere Altstadt,Kreuzstr.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Könneritzstr.
01067,Dresden,,Innere Altstadt,Landhausstr.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Laurinstr.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Liliengasse
01067,Dresden,,Friedrichstadt,Löbtauer Str.
01067,Dresden,,Friedrichstadt,Löbtauer Str.
01067,Dresden,,Friedrichstadt,Magdeburger Str.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Malergäßchen
01067,Dresden,,Friedrichstadt,Manitiusstr.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Marienstr.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Maternistr.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Maxstr.
01067,Dresden,,Friedrichstadt,Menageriestr.
01067,Dresden,,Friedrichstadt,Messering
01067,Dresden,,Innere Altstadt,Moritzgasse
01067,Dresden,,Innere Altstadt,Münzgasse
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Neue Terrasse
01067,Dresden,,Innere Altstadt,Neumarkt
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Ostra-Allee
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Ostra-Ufer
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Palmstr.
01067,Dresden,,Innere Altstadt,Pfarrgasse
01067,Dresden,,Friedrichstadt,Pieschener Allee
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Polierstr.
01067,Dresden,,Innere Altstadt,Postplatz
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Postplatz
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Postplatz
01067,Dresden,,Innere Altstadt,Rampische Str.
01067,Dresden,,Innere Altstadt,Rathausplatz
01067,Dresden,,Innere Altstadt,Ringstr.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Ritzenbergstr.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Rosenstr.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Rosenstr.
01067,Dresden,,Innere Altstadt,Rosmaringasse
01067,Dresden,,Friedrichstadt,Roßthaler Str.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Röhrhofsgasse
01067,Dresden,,Innere Altstadt,Salzgasse
01067,Dresden,,Innere Altstadt,Scheffelgasse
01067,Dresden,,Innere Altstadt,Schießgasse
01067,Dresden,,Friedrichstadt,Schlachthofstr.
01067,Dresden,,Innere Altstadt,Schloßplatz
01067,Dresden,,Innere Altstadt,Schloßstr.
01067,Dresden,,Innere Altstadt,Schuhmachergasse
01067,Dresden,,Innere Altstadt,Schulgasse
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Schweriner Str.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Schweriner Str.
01067,Dresden,,Friedrichstadt,Schweriner Str.
01067,Dresden,,Friedrichstadt,Schweriner Str.
01067,Dresden,,Friedrichstadt,Schäferstr.
01067,Dresden,,Innere Altstadt,Schössergasse
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Schützengasse
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Schützenplatz
01067,Dresden,,Innere Altstadt,Seestr.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Seilergasse
01067,Dresden,,Friedrichstadt,Seminarstr.
01067,Dresden,,Innere Altstadt,Sophienstr.
01067,Dresden,,Innere Altstadt,Sporergasse
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Sternplatz
01067,Dresden,,Innere Altstadt,Taschenberg
01067,Dresden,,Innere Altstadt,Terrassengasse
01067,Dresden,,Innere Altstadt,Terrassenufer
01067,Dresden,,Innere Altstadt,Terrassenufer
01067,Dresden,,Innere Altstadt,Theaterplatz
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Theaterstr.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Trabantengasse
01067,Dresden,,Innere Altstadt,Tuchmachergasse
01067,Dresden,,Innere Altstadt,Tzschirnerplatz
01067,Dresden,,Innere Altstadt,Töpferstr.
01067,Dresden,,Friedrichstadt,Vorwerkstr.
01067,Dresden,,Friedrichstadt,Wachsbleichstr.
01067,Dresden,,Innere Altstadt,Waisenhausstr.
01067,Dresden,,Innere Altstadt,Wallstr.
01067,Dresden,,Friedrichstadt,Waltherstr.
01067,Dresden,,Innere Altstadt,Webergasse
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Weinligstr.
01067,Dresden,,Innere Altstadt,Weiße Gasse
01067,Dresden,,Friedrichstadt,Weißeritzstr.
01067,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Wettiner Platz
01067,Dresden,,Innere Altstadt,Wilsdruffer Str.
01067,Dresden,,Innere Altstadt,Zahnsgasse
01067,Dresden,,Friedrichstadt,Zur Messe
01069,Dresden,,Südvorstadt-West,Altenzeller Str.
01069,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Ammonstr.
01069,Dresden,,Südvorstadt-Ost,Andreas-Schubert-Str.
01069,Dresden,,Räcknitz/Zschertnitz,Barkhausenstr.
01069,Dresden,,Südvorstadt-West,Bayrische Str.
01069,Dresden,,Südvorstadt-West,Bergstr.
01069,Dresden,,Südvorstadt-West,Bergstr.
01069,Dresden,,Räcknitz/Zschertnitz,Bergstr.
01069,Dresden,,Räcknitz/Zschertnitz,Bergstr.
01069,Dresden,,Südvorstadt-West,Bernhardstr.
01069,Dresden,,Südvorstadt-West,Bernhardstr.
01069,Dresden,,Pirnaische Vorstadt,Blochmannstr.
01069,Dresden,,Pirnaische Vorstadt,Blüherstr.
01069,Dresden,,Südvorstadt-West,Brauereistr.
01069,Dresden,,Innere Altstadt,Breslauer Str.
01069,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Budapester Str.
01069,Dresden,,Südvorstadt-West,Budapester Str.
01069,Dresden,,Südvorstadt-West,Budapester Str.
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Bürgerwiese
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Dore-Hoyer-Str.
01069,Dresden,,Räcknitz/Zschertnitz,Dülferstr.
01069,Dresden,,Pirnaische Vorstadt,Dürerstr.
01069,Dresden,,Pirnaische Vorstadt,Dürerstr.
01069,Dresden,,Südvorstadt-Ost,Egon-Erwin-Kisch-Str.
01069,Dresden,,Südvorstadt-Ost,Einsteinstr.
01069,Dresden,,Südvorstadt-West,Eisenstuckstr.
01069,Dresden,,Südvorstadt-Ost,Erlweinstr.
01069,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Feldgasse
01069,Dresden,,Südvorstadt-West,Feldschlößchenstr.
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Ferdinandplatz
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Ferdinandstr.
01069,Dresden,,Südvorstadt-Ost,Franklinstr.
01069,Dresden,,Südvorstadt-Ost,Friedrich-List-Platz
01069,Dresden,,Südvorstadt-West,Friedrich-List-Platz
01069,Dresden,,Südvorstadt-West,Fritz-Foerster-Platz
01069,Dresden,,Südvorstadt-West,Fritz-Löffler-Platz
01069,Dresden,,Südvorstadt-West,Fritz-Löffler-Str.
01069,Dresden,,Südvorstadt-Ost,Fritz-Löffler-Str.
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Gellertstr.
01069,Dresden,,Südvorstadt-Ost,Georg-Wrba-Str.
01069,Dresden,,Südvorstadt-West,George-Bähr-Str.
01069,Dresden,,Pirnaische Vorstadt,Georgplatz
01069,Dresden,,Pirnaische Vorstadt,Gerichtsstr.
01069,Dresden,,Südvorstadt-West,Glauchauer Str.
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Gret-Palucca-Str.
01069,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Große Plauensche Str.
01069,Dresden,,Pirnaische Vorstadt,Grunaer Str.
01069,Dresden,,Südvorstadt-Ost,Gutzkowstr.
01069,Dresden,,Pirnaische Vorstadt,Güntzstr.
01069,Dresden,,Räcknitz/Zschertnitz,Haeckelstr.
01069,Dresden,,Südvorstadt-West,Hahnebergstr.
01069,Dresden,,Räcknitz/Zschertnitz,Hallwachsstr.
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Hans-Dankner-Str.
01069,Dresden,,Südvorstadt-Ost,Hauffstr.
01069,Dresden,,Südvorstadt-West,Helmholtzstr.
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Helmut-Schön-Allee
01069,Dresden,,Räcknitz/Zschertnitz,Hempelstr.
01069,Dresden,,Südvorstadt-West,Henriette-Heber-Str.
01069,Dresden,,Südvorstadt-West,Hettnerstr.
01069,Dresden,,Südvorstadt-Ost,Hochschulstr.
01069,Dresden,,Südvorstadt-West,Hohe Str.
01069,Dresden,,Südvorstadt-West,Hohe Str.
01069,Dresden,,Südvorstadt-West,Hübnerstr.
01069,Dresden,,Südvorstadt-West,Hübnerstr.
01069,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Josephinenstr.
01069,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Josephinenstr.
01069,Dresden,,Südvorstadt-West,Kaitzer Str.
01069,Dresden,,Südvorstadt-West,Kaitzer Str.
01069,Dresden,,Südvorstadt-West,Kellstr.
01069,Dresden,,Südvorstadt-West,Kunadstr.
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Lenneplatz
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Lennestr.
01069,Dresden,,Südvorstadt-Ost,Leonhard-Frank-Str.
01069,Dresden,,Südvorstadt-West,Leubnitzer Str.
01069,Dresden,,Südvorstadt-West,Liebigstr.
01069,Dresden,,Südvorstadt-West,Liebigstr.
01069,Dresden,,Südvorstadt-West,Lindenaustr.
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Lindengasse
01069,Dresden,,Pirnaische Vorstadt,Lingnerallee
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Lingnerallee
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Lingnerplatz
01069,Dresden,,Pirnaische Vorstadt,Lothringer Str.
01069,Dresden,,Südvorstadt-Ost,Lukasplatz
01069,Dresden,,Südvorstadt-Ost,Lukasstr.
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Mary-Wigman-Str.
01069,Dresden,,Pirnaische Vorstadt,Mathildenstr.
01069,Dresden,,Räcknitz/Zschertnitz,Mommsenstr.
01069,Dresden,,Südvorstadt-West,Mommsenstr.
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Mosczinskystr.
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Parkstr.
01069,Dresden,,Pirnaische Vorstadt,Pestalozzistr.
01069,Dresden,,Pirnaische Vorstadt,Pillnitzer Str.
01069,Dresden,,Pirnaische Vorstadt,Pirnaische Str.
01069,Dresden,,Innere Altstadt,Pirnaischer Platz
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Prager Str.
01069,Dresden,,Südvorstadt-Ost,Rabenerstr.
01069,Dresden,,Südvorstadt-Ost,Reichenbachstr.
01069,Dresden,,Südvorstadt-West,Reichenbachstr.
01069,Dresden,,Südvorstadt-Ost,Reichenbachstr.
01069,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Reitbahnstr.
01069,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Reitbahnstr.
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Reitbahnstr.
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Reitbahnstr.
01069,Dresden,,Südvorstadt-Ost,Renkstr.
01069,Dresden,,Pirnaische Vorstadt,Rietschelstr.
01069,Dresden,,Südvorstadt-Ost,Rohlfsstr.
01069,Dresden,,Pirnaische Vorstadt,Roßbachstr.
01069,Dresden,,Südvorstadt-West,Rugestr.
01069,Dresden,,Südvorstadt-Ost,Räcknitzer Marktweg
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Räcknitzstr.
01069,Dresden,,Südvorstadt-West,Schnorrstr.
01069,Dresden,,Südvorstadt-Ost,Schnorrstr.
01069,Dresden,,Südvorstadt-Ost,Schnorrstr.
01069,Dresden,,Pirnaische Vorstadt,Schulgutstr.
01069,Dresden,,Südvorstadt-West,Schweizer Str.
01069,Dresden,,Pirnaische Vorstadt,Seidnitzer Str.
01069,Dresden,,Südvorstadt-Ost,Semperstr.
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Sidonienstr.
01069,Dresden,,Pirnaische Vorstadt,St. Petersburger Str.
01069,Dresden,,Innere Altstadt,St. Petersburger Str.
01069,Dresden,,Seevorstadt-Ost/Großer Garten,St. Petersburger Str.
01069,Dresden,,Seevorstadt-Ost/Großer Garten,St. Petersburger Str.
01069,Dresden,,Pirnaische Vorstadt,Steinstr.
01069,Dresden,,Südvorstadt-Ost,Strehlener Str.
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Struvestr.
01069,Dresden,,Pirnaische Vorstadt,Terrassenufer
01069,Dresden,,Pirnaische Vorstadt,Terrassenufer
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Trompeterstr.
01069,Dresden,,Südvorstadt-Ost,Uhlandstr.
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Viktoriastr.
01069,Dresden,,Wilsdruffer Vorstadt/Seevorstadt-West,Vitzthumstr.
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Walpurgisstr.
01069,Dresden,,Räcknitz/Zschertnitz,Weißbachstr.
01069,Dresden,,Südvorstadt-West,Werdauer Str.
01069,Dresden,,Südvorstadt-West,Wielandstr.
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Wiener Platz
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Wiener Str.
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Wiener Str.
01069,Dresden,,Südvorstadt-West,Winckelmannstr.
01069,Dresden,,Südvorstadt-Ost,Zellescher Weg
01069,Dresden,,Räcknitz/Zschertnitz,Zellescher Weg
01069,Dresden,,Räcknitz/Zschertnitz,Zeunerstr.
01069,Dresden,,Pirnaische Vorstadt,Ziegelstr.
01069,Dresden,,Pirnaische Vorstadt,Zinzendorfstr.
01069,Dresden,,Seevorstadt-Ost/Großer Garten,Zinzendorfstr.
01069,Dresden,,Pirnaische Vorstadt,Zirkusstr.
01069,Dresden,,Südvorstadt-West,Zwickauer Str.
01069,Dresden,,Südvorstadt-West,Zwickauer Str.
01097,Dresden,,Äußere Neustadt,Ahornstr.
01097,Dresden,,Innere Neustadt,Albertplatz
01097,Dresden,,Innere Neustadt,Albertstr.
01097,Dresden,,Innere Neustadt,Am Schwarzen Tor
01097,Dresden,,Innere Neustadt,An der Dreikönigskirche
01097,Dresden,,Innere Neustadt,Antonstr.
01097,Dresden,,Äußere Neustadt,Antonstr.
01097,Dresden,,Innere Neustadt,Antonstr.
01097,Dresden,,Innere Neustadt,Archivstr.
01097,Dresden,,Leipziger Vorstadt,Auenstr.
01097,Dresden,,Leipziger Vorstadt,Bischofsplatz
01097,Dresden,,Äußere Neustadt,Bischofsweg
01097,Dresden,,Äußere Neustadt,Bischofsweg
01097,Dresden,,Leipziger Vorstadt,Buchenstr.
01097,Dresden,,Leipziger Vorstadt,Bärnsdorfer Str.
01097,Dresden,,Leipziger Vorstadt,Bärnsdorfer Str.
01097,Dresden,,Innere Neustadt,Carolaplatz
01097,Dresden,,Innere Neustadt,Carolinenstr.
01097,Dresden,,Leipziger Vorstadt,Conradstr.
01097,Dresden,,Äußere Neustadt,Dammweg
01097,Dresden,,Äußere Neustadt,Dr.-Friedrich-Wolf-Str.
01097,Dresden,,Äußere Neustadt,Eberswalder Str.
01097,Dresden,,Leipziger Vorstadt,Eisenbahnstr.
01097,Dresden,,Innere Neustadt,Erich-Ponto-Str.
01097,Dresden,,Leipziger Vorstadt,Erlenstr.
01097,Dresden,,Innere Neustadt,Erna-Berger-Str.
01097,Dresden,,Innere Neustadt,Erna-Berger-Str.
01097,Dresden,,Äußere Neustadt,Erna-Berger-Str.
01097,Dresden,,Äußere Neustadt,Erna-Berger-Str.
01097,Dresden,,Äußere Neustadt,Eschenstr.
01097,Dresden,,Leipziger Vorstadt,Fichtenstr.
01097,Dresden,,Leipziger Vorstadt,Friedensstr.
01097,Dresden,,Leipziger Vorstadt,Fritz-Hoffmann-Str.
01097,Dresden,,Leipziger Vorstadt,Fritz-Reuter-Str.
01097,Dresden,,Leipziger Vorstadt,Fritz-Reuter-Str.
01097,Dresden,,Pieschen-Nord/Trachenberge,Fritz-Reuter-Str.
01097,Dresden,,Pieschen-Nord/Trachenberge,Fritz-Reuter-Str.
01097,Dresden,,Innere Neustadt,Georgenstr.
01097,Dresden,,Leipziger Vorstadt,Gothaer Str.
01097,Dresden,,Innere Neustadt,Große Meißner Str.
01097,Dresden,,Pieschen-Nord/Trachenberge,Großenhainer Platz
01097,Dresden,,Leipziger Vorstadt,Großenhainer Platz
01097,Dresden,,Pieschen-Nord/Trachenberge,Großenhainer Platz
01097,Dresden,,Leipziger Vorstadt,Großenhainer Str.
01097,Dresden,,Leipziger Vorstadt,Großenhainer Str.
01097,Dresden,,Pieschen-Nord/Trachenberge,Großenhainer Str.
01097,Dresden,,Pieschen-Nord/Trachenberge,Großenhainer Str.
01097,Dresden,,Leipziger Vorstadt,Gutschmidstr.
01097,Dresden,,Leipziger Vorstadt,Hafenstr.
01097,Dresden,,Innere Neustadt,Hainstr.
01097,Dresden,,Leipziger Vorstadt,Hansastr.
01097,Dresden,,Innere Neustadt,Hansastr.
01097,Dresden,,Leipziger Vorstadt,Hansastr.
01097,Dresden,,Pieschen-Nord/Trachenberge,Hansastr.
01097,Dresden,,Innere Neustadt,Hauptstr.
01097,Dresden,,Leipziger Vorstadt,Hechtstr.
01097,Dresden,,Leipziger Vorstadt,Hechtstr.
01097,Dresden,,Leipziger Vorstadt,Hedwigstr.
01097,Dresden,,Innere Neustadt,Heinrichstr.
01097,Dresden,,Leipziger Vorstadt,Helgolandstr.
01097,Dresden,,Innere Neustadt,Hospitalstr.
01097,Dresden,,Leipziger Vorstadt,Johann-Meyer-Str.
01097,Dresden,,Leipziger Vorstadt,Kiefernstr.
01097,Dresden,,Leipziger Vorstadt,Königsbrücker Platz
01097,Dresden,,Innere Neustadt,Königstr.
01097,Dresden,,Innere Neustadt,Königsufer
01097,Dresden,,Innere Neustadt,Köpckestr.
01097,Dresden,,Leipziger Vorstadt,Leipziger Str.
01097,Dresden,,Leipziger Vorstadt,Leipziger Str.
01097,Dresden,,Leipziger Vorstadt,Ludwigstr.
01097,Dresden,,Äußere Neustadt,Lärchenstr.
01097,Dresden,,Äußere Neustadt,Lößnitzstr.
01097,Dresden,,Äußere Neustadt,Lößnitzstr.
01097,Dresden,,Leipziger Vorstadt,Lößnitzstr.
01097,Dresden,,Leipziger Vorstadt,Lößnitzstr.
01097,Dresden,,Innere Neustadt,Metzer Str.
01097,Dresden,,Innere Neustadt,Neustädter Markt
01097,Dresden,,Innere Neustadt,Nieritzstr.
01097,Dresden,,Innere Neustadt,Oberer Kreuzweg
01097,Dresden,,Innere Neustadt,Obergraben
01097,Dresden,,Leipziger Vorstadt,Ottostr.
01097,Dresden,,Innere Neustadt,Palaisplatz
01097,Dresden,,Innere Neustadt,Paul-Schwarze-Str.
01097,Dresden,,Leipziger Vorstadt,Petrikirchstr.
01097,Dresden,,Innere Neustadt,Ritterstr.
01097,Dresden,,Innere Neustadt,Robert-Blum-Str.
01097,Dresden,,Leipziger Vorstadt,Rudolf-Leonhard-Str.
01097,Dresden,,Leipziger Vorstadt,Rudolfstr.
01097,Dresden,,Innere Neustadt,Rähnitzgasse
01097,Dresden,,Innere Neustadt,Sarrasanistr.
01097,Dresden,,Leipziger Vorstadt,Schanzenstr.
01097,Dresden,,Innere Neustadt,Scheunenhofstr.
01097,Dresden,,Innere Neustadt,Schlesischer Platz
01097,Dresden,,Äußere Neustadt,Schlesischer Platz
01097,Dresden,,Äußere Neustadt,Schwepnitzer Str.
01097,Dresden,,Äußere Neustadt,Schönbrunnstr.
01097,Dresden,,Leipziger Vorstadt,Seitenstr.
01097,Dresden,,Äußere Neustadt,Stetzscher Str.
01097,Dresden,,Äußere Neustadt,Tannenstr.
01097,Dresden,,Leipziger Vorstadt,Tannenstr.
01097,Dresden,,Äußere Neustadt,Tannenstr.
01097,Dresden,,Leipziger Vorstadt,Tannenstr.
01097,Dresden,,Innere Neustadt,Theresienstr.
01097,Dresden,,Äußere Neustadt,Turnerweg
01097,Dresden,,Leipziger Vorstadt,Uferstr.
01097,Dresden,,Innere Neustadt,Unterer Kreuzweg
01097,Dresden,,Innere Neustadt,Wallgäßchen
01097,Dresden,,Innere Neustadt,Wiesentorstr.
01097,Dresden,,Innere Neustadt,Wigardstr.
01097,Dresden,,Innere Neustadt,Wilhelm-Buck-Str.
01099,Dresden,,Äußere Neustadt,Alaunplatz
01099,Dresden,,Äußere Neustadt,Alaunstr.
01099,Dresden,,Albertstadt,Albert-Fromme-Weg
01099,Dresden,,Radeberger Vorstadt,Am Brauhaus
01099,Dresden,,Radeberger Vorstadt,Am Jägerpark
01099,Dresden,,Albertstadt,Am Kohlenplatz
01099,Dresden,,Albertstadt,Am Lagerplatz
01099,Dresden,,Radeberger Vorstadt,Am Waldschlößchen
01099,Dresden,,Albertstadt,An der Eisenbahn
01099,Dresden,,Radeberger Vorstadt,An der Prießnitz
01099,Dresden,,Albertstadt,An der Schleife
01099,Dresden,,Radeberger Vorstadt,Angelikastr.
01099,Dresden,,Radeberger Vorstadt,Arndtstr.
01099,Dresden,,Radeberger Vorstadt,Arno-Holz-Allee
01099,Dresden,,Radeberger Vorstadt,Auf dem Meisenberg
01099,Dresden,,Radeberger Vorstadt,Bachstr.
01099,Dresden,,Radeberger Vorstadt,Baumstr.
01099,Dresden,,Äußere Neustadt,Bautzner Str.
01099,Dresden,,Innere Neustadt,Bautzner Str.
01099,Dresden,,Radeberger Vorstadt,Bautzner Str.
01099,Dresden,,Radeberger Vorstadt,Bautzner Str.
01099,Dresden,,Loschwitz/Wachwitz,Bautzner Str.
01099,Dresden,,Radeberger Vorstadt,Bettinastr.
01099,Dresden,,Äußere Neustadt,Bischofsweg
01099,Dresden,,Äußere Neustadt,Bischofsweg
01099,Dresden,,Radeberger Vorstadt,Bischofswerder Str.
01099,Dresden,,Radeberger Vorstadt,Brockhausstr.
01099,Dresden,,Radeberger Vorstadt,Böhmertstr.
01099,Dresden,,Äußere Neustadt,Böhmische Str.
01099,Dresden,,Innere Neustadt,Carusufer
01099,Dresden,,Albertstadt,Charlotte-Bühler-Str.
01099,Dresden,,Radeberger Vorstadt,Charlottenstr.
01099,Dresden,,Albertstadt,Clemens-Müller-Str.
01099,Dresden,,Innere Neustadt,Diakonissenweg
01099,Dresden,,Albertstadt,Elisabeth-Boer-Str.
01099,Dresden,,Albertstadt,Else-Sander-Str.
01099,Dresden,,Albertstadt,Fabricestr.
01099,Dresden,,Radeberger Vorstadt,Fischhausstr.
01099,Dresden,,Radeberger Vorstadt,Forststr.
01099,Dresden,,Äußere Neustadt,Frühlingstr.
01099,Dresden,,Äußere Neustadt,Förstereistr.
01099,Dresden,,Innere Neustadt,Glacisstr.
01099,Dresden,,Äußere Neustadt,Görlitzer Str.
01099,Dresden,,Äußere Neustadt,Hans-Oster-Str.
01099,Dresden,,Albertstadt,Hartmut-Dost-Str.
01099,Dresden,,Radeberger Vorstadt,Heideblick
01099,Dresden,,Radeberger Vorstadt,Heideparkstr.
