plz,city,cityaddition,district,street
01561,Dobra,"b Großenhain, Sachs",,Dorfstr.
01561,Dobra,"b Großenhain, Sachs",,Kleinnaundorfer Str.
01561,Dobra,"b Großenhain, Sachs",,Krebsmühle
01561,Dobra,"b Großenhain, Sachs",,Kurzer Weg
01561,Dobra,"b Großenhain, Sachs",,Lötzschener Str.
01561,Dobra,"b Großenhain, Sachs",,Mittelstr.
01561,Dobra,"b Großenhain, Sachs",,Querweg
01561,Dobra,"b Großenhain, Sachs",,Tauschaer Str.
01561,Dobra,"b Großenhain, Sachs",,Wiesenweg
01561,Dobra,"b Großenhain, Sachs",,Zschornaer Str.
01561,Dobra,"b Großenhain, Sachs",,Zum Kohlbusch
01561,Dobra Bad,"b Großenhain, Sachs",,Dobra Bad
01561,Ebersbach,"b Großenhain, Sachs",Naunhof,Alte Dorfstr.
01561,Ebersbach,"b Großenhain, Sachs",Reinersdorf,Am Anger
01561,Ebersbach,"b Großenhain, Sachs",Ebersbach,Am Bahndamm
01561,Ebersbach,"b Großenhain, Sachs",Bieberach,Am Feldrain
01561,Ebersbach,"b Großenhain, Sachs",Ebersbach,Am Fiebich
01561,Ebersbach,"b Großenhain, Sachs",Rödern,Am Kanal
01561,Ebersbach,"b Großenhain, Sachs",Rödern,Am Kellerberg
01561,Ebersbach,"b Großenhain, Sachs",Kalkreuth,Am Kindergarten
01561,Ebersbach,"b Großenhain, Sachs",Lauterbach,Am Kirschberg
01561,Ebersbach,"b Großenhain, Sachs",Lauterbach,Am Lindenberg
01561,Ebersbach,"b Großenhain, Sachs",Kalkreuth,Am Löwen
01561,Ebersbach,"b Großenhain, Sachs",Kalkreuth,Am Mühlenhof
01561,Ebersbach,"b Großenhain, Sachs",Rödern,Am Mühlweg
01561,Ebersbach,"b Großenhain, Sachs",Naunhof,Am Park
01561,Ebersbach,"b Großenhain, Sachs",Rödern,Am Schafberg
01561,Ebersbach,"b Großenhain, Sachs",Ebersbach,Am Sportplatz
01561,Ebersbach,"b Großenhain, Sachs",Reinersdorf,Am Steinkreuz
01561,Ebersbach,"b Großenhain, Sachs",Ebersbach,Am Trappenstein
01561,Ebersbach,"b Großenhain, Sachs",Rödern,Am Wasserwerk
01561,Ebersbach,"b Großenhain, Sachs",Rödern,An den Eichen
01561,Ebersbach,"b Großenhain, Sachs",Ebersbach,An den Weiden
01561,Ebersbach,"b Großenhain, Sachs",Freitelsdorf,An der Autobahn
01561,Ebersbach,"b Großenhain, Sachs",Kalkreuth,An der Lache
01561,Ebersbach,"b Großenhain, Sachs",Bieberach,An der Landstr.
01561,Ebersbach,"b Großenhain, Sachs",Ebersbach,An der Mart
01561,Ebersbach,"b Großenhain, Sachs",Cunnersdorf,An der Mühle
01561,Ebersbach,"b Großenhain, Sachs",Kalkreuth,An der Röder
01561,Ebersbach,"b Großenhain, Sachs",Cunnersdorf,Bieberacher Str.
01561,Ebersbach,"b Großenhain, Sachs",Ebersbach,Birkenweg
01561,Ebersbach,"b Großenhain, Sachs",Ebersbach,Bärwalder Str.
01561,Ebersbach,"b Großenhain, Sachs",Bieberach,Cunnersdorfer Str.
01561,Ebersbach,"b Großenhain, Sachs",Rödern,Dorfstr.
01561,Ebersbach,"b Großenhain, Sachs",Rödern,Ebersbacher Weg
01561,Ebersbach,"b Großenhain, Sachs",Bieberach,Eichenweg
01561,Ebersbach,"b Großenhain, Sachs",Ebersbach,Erlenweg
01561,Ebersbach,"b Großenhain, Sachs",Ermendorf,Ermendorf
01561,Ebersbach,"b Großenhain, Sachs",Ebersbach,Fürstenweg
01561,Ebersbach,"b Großenhain, Sachs",Kalkreuth,Großenhainer Str.
01561,Ebersbach,"b Großenhain, Sachs",Lauterbach,Gutshof
01561,Ebersbach,"b Großenhain, Sachs",Reinersdorf,Göhraer Str.
01561,Ebersbach,"b Großenhain, Sachs",Ebersbach,Hauptstr.
01561,Ebersbach,"b Großenhain, Sachs",Bieberach,Heidestr.
01561,Ebersbach,"b Großenhain, Sachs",Hohndorf,Hohndorf
01561,Ebersbach,"b Großenhain, Sachs",Ebersbach,Hohndorfer Str.
01561,Ebersbach,"b Großenhain, Sachs",Beiersdorf,Hopfenbachstr.
01561,Ebersbach,"b Großenhain, Sachs",Ebersbach,Im Gewerbegebiet
01561,Ebersbach,"b Großenhain, Sachs",Kalkreuth,Im Grünen Winkel
01561,Ebersbach,"b Großenhain, Sachs",Kalkreuth,Im Gut
01561,Ebersbach,"b Großenhain, Sachs",Ebersbach,Im Wald
01561,Ebersbach,"b Großenhain, Sachs",Ebersbach,Kalkreuther Str.
01561,Ebersbach,"b Großenhain, Sachs",Rödern,Kirchgasse
01561,Ebersbach,"b Großenhain, Sachs",Ebersbach,Kirchwinkel
01561,Ebersbach,"b Großenhain, Sachs",Lauterbach,Kirschallee
01561,Ebersbach,"b Großenhain, Sachs",Reinersdorf,Kleine Seite
01561,Ebersbach,"b Großenhain, Sachs",Freitelsdorf,Kurzer Weg
01561,Ebersbach,"b Großenhain, Sachs",Rödern,Königsbrücker Str.
01561,Ebersbach,"b Großenhain, Sachs",Cunnersdorf,Lange Str.
01561,Ebersbach,"b Großenhain, Sachs",Freitelsdorf,Lindenstr.
01561,Ebersbach,"b Großenhain, Sachs",Marschau,Marschau
01561,Ebersbach,"b Großenhain, Sachs",Naunhof,Moritzburger Weg
01561,Ebersbach,"b Großenhain, Sachs",Freitelsdorf,Mühlgasse
01561,Ebersbach,"b Großenhain, Sachs",Ebersbach,Naunhofer Str.
01561,Ebersbach,"b Großenhain, Sachs",Lauterbach,Oberweg
01561,Ebersbach,"b Großenhain, Sachs",Göhra,Ortsstr.
01561,Ebersbach,"b Großenhain, Sachs",Naunhof,Parkstr.
01561,Ebersbach,"b Großenhain, Sachs",Kalkreuth,Paulsmühle
01561,Ebersbach,"b Großenhain, Sachs",Ebersbach,Pfarrweg
01561,Ebersbach,"b Großenhain, Sachs",Rödern,Radeburger Str.
01561,Ebersbach,"b Großenhain, Sachs",Kalkreuth,Reiherhof
01561,Ebersbach,"b Großenhain, Sachs",Kalkreuth,Reinersdorfer Str.
01561,Ebersbach,"b Großenhain, Sachs",Bieberach,Röderdamm
01561,Ebersbach,"b Großenhain, Sachs",Lauterbach,Schloßallee
01561,Ebersbach,"b Großenhain, Sachs",Naunhof,Schulstr.
01561,Ebersbach,"b Großenhain, Sachs",Bieberach,Schäferei
01561,Ebersbach,"b Großenhain, Sachs",Naunhof,Schönberghäuser
01561,Ebersbach,"b Großenhain, Sachs",Freitelsdorf,Schönfelder Str.
01561,Ebersbach,"b Großenhain, Sachs",Kalkreuth,Siedlung
01561,Ebersbach,"b Großenhain, Sachs",Naunhof,Siedlungsweg
01561,Ebersbach,"b Großenhain, Sachs",Freitelsdorf,Straße der Jugend
01561,Ebersbach,"b Großenhain, Sachs",Ebersbach,Teichweg
01561,Ebersbach,"b Großenhain, Sachs",Freitelsdorf,Thomas-Müntzer-Str.
01561,Ebersbach,"b Großenhain, Sachs",Reinersdorf,Wachtelgasse
01561,Ebersbach,"b Großenhain, Sachs",Kalkreuth,Wehrhaus
01561,Ebersbach,"b Großenhain, Sachs",Kalkreuth,Wettiner Str.
01561,Ebersbach,"b Großenhain, Sachs",Rödern,Zschornaer Str.
01561,Ebersbach,"b Großenhain, Sachs",Reinersdorf,Zu den Pappeln
01561,Ebersbach,"b Großenhain, Sachs",Bieberach,Zum Gertraudenhain
01561,Ebersbach,"b Großenhain, Sachs",Ebersbach,Zweitannenweg
01561,Fasanerie,"b Großenhain, Sachs",,Fasanerie
01561,Großenhain,Sachs,Stroga,Abzweig Zabeltitz
01561,Großenhain,Sachs,Skaup,Adelsdorfer Blick
01561,Großenhain,Sachs,Kleinthiemig,Alte Dorfstr.
01561,Großenhain,Sachs,Skäßchen,Alte Hauptstr.
01561,Großenhain,Sachs,Strauch,Am Anger
01561,Großenhain,Sachs,Zabeltitz,Am Bahnhof
01561,Großenhain,Sachs,Zabeltitz,Am Bauerntann
01561,Großenhain,Sachs,Zabeltitz,Am Friedhof
01561,Großenhain,Sachs,Strauch,Am Heideberg
01561,Großenhain,Sachs,Bauda,Am Kabinett
01561,Großenhain,Sachs,Bauda,Am Kirchberg
01561,Großenhain,Sachs,Görzig,Am Lindendreieck
01561,Großenhain,Sachs,Nasseböhla,Am Löschteich
01561,Großenhain,Sachs,Zabeltitz,Am Park
01561,Großenhain,Sachs,Zabeltitz,Am Ring
01561,Großenhain,Sachs,Zabeltitz,Am Sportplatz
01561,Großenhain,Sachs,Görzig,Am Tannenholz
01561,Großenhain,Sachs,Zabeltitz,Amselweg
01561,Großenhain,Sachs,Nasseböhla,An der Bushaltestelle
01561,Großenhain,Sachs,Görzig,An der Kirche
01561,Großenhain,Sachs,Görzig,An der Mühle
01561,Großenhain,Sachs,Görzig,An der Salzstr.
01561,Großenhain,Sachs,Wildenhain,An der Schmiede
01561,Großenhain,Sachs,Strauch,An der Schäferei
01561,Großenhain,Sachs,Bauda,Baudaer Hauptstr.
01561,Großenhain,Sachs,Bauda,Baudaer Mühle
01561,Großenhain,Sachs,Bauda,Baudaer Mühlweg
01561,Großenhain,Sachs,Walda,Baudaer Str.
01561,Großenhain,Sachs,Wildenhain,Baudaer Weg
01561,Großenhain,Sachs,Wildenhain,Bruchgasse
01561,Großenhain,Sachs,Nasseböhla,Brunnenweg
01561,Großenhain,Sachs,Colmnitz,Colmnitzer Dorfstr.
01561,Großenhain,Sachs,Colmnitz,Colmnitzer Hauptstr.
01561,Großenhain,Sachs,Uebigau,Dorfstr.
01561,Großenhain,Sachs,Nasseböhla,Elligaststr.
01561,Großenhain,Sachs,Stroga,Elsterwerdaer Str.
01561,Großenhain,Sachs,Görzig,Feldstr.
01561,Großenhain,Sachs,Skaup,Fischerring
01561,Großenhain,Sachs,Kleinthiemig,Gartengäßchen
01561,Großenhain,Sachs,Colmnitz,Gartenstr.
01561,Großenhain,Sachs,Wildenhain,Gartenweg
01561,Großenhain,Sachs,Bauda,Gasse
01561,Großenhain,Sachs,Colmnitz,Glaubitzer Weg
01561,Großenhain,Sachs,Kleinthiemig,Großenhainer Str.
01561,Großenhain,Sachs,Stroga,Grödener Weg
01561,Großenhain,Sachs,Zabeltitz,Gröditzer Str.
01561,Großenhain,Sachs,Zabeltitz,Gröditzer Str.
01561,Großenhain,Sachs,Treugeböhla,Gröditzer Str.
01561,Großenhain,Sachs,Treugeböhla,Gröditzer Str.
01561,Großenhain,Sachs,Zabeltitz,Hauptstr.
01561,Großenhain,Sachs,Strauch,Hirschfelder Str.
01561,Großenhain,Sachs,Wildenhain,Hochgasse
01561,Großenhain,Sachs,Görzig,Hohe Str.
01561,Großenhain,Sachs,Zabeltitz,Holzgasse
01561,Großenhain,Sachs,Strauch,Im Gut
01561,Großenhain,Sachs,Strauch,Im Winkel
01561,Großenhain,Sachs,Zabeltitz,Kastanienallee
01561,Großenhain,Sachs,Zabeltitz,Kieselweg
01561,Großenhain,Sachs,Bauda,Kirschberg
01561,Großenhain,Sachs,Görzig,Kurze Str.
01561,Großenhain,Sachs,Bauda,Lindenstr.
01561,Großenhain,Sachs,Zabeltitz,Lindenweg
01561,Großenhain,Sachs,Strauch,Mitteldorfstr.
01561,Großenhain,Sachs,Zabeltitz,Mittelstr.
01561,Großenhain,Sachs,Görzig,Mühlenstr.
01561,Großenhain,Sachs,Walda,Mühlweg
01561,Großenhain,Sachs,Walda,Nasseböhlaer Weg
01561,Großenhain,Sachs,Wildenhain,Neue Hauptstr.
01561,Großenhain,Sachs,Wildenhain,Neue Siedlung
01561,Großenhain,Sachs,Treugeböhla,Neue Str.
01561,Großenhain,Sachs,Walda,Neuer Weg
01561,Großenhain,Sachs,Görzig,Peritzer Str.
01561,Großenhain,Sachs,Zabeltitz,Radener Weg
01561,Großenhain,Sachs,Bauda,Riesaer Str.
01561,Großenhain,Sachs,Bauda,Ring
01561,Großenhain,Sachs,Walda,Ringstr.
01561,Großenhain,Sachs,Wildenhain,Rodaer Weg
01561,Großenhain,Sachs,Görzig,Salzstr.
01561,Großenhain,Sachs,Wildenhain,Schulgasse
01561,Großenhain,Sachs,Walda,Siedlerstr.
01561,Großenhain,Sachs,Zabeltitz,Siedlung
01561,Großenhain,Sachs,Wildenhain,Skassaer Str.
01561,Großenhain,Sachs,Kleinthiemig,Skassaer Weg
01561,Großenhain,Sachs,Strauch,Skäßchener Str.
01561,Großenhain,Sachs,Nasseböhla,Stadtweg
01561,Großenhain,Sachs,Treugeböhla,Stiller Winkel
01561,Großenhain,Sachs,Krauschütz,Straucher Str.
01561,Großenhain,Sachs,Zabeltitz,Straucher Weg
01561,Großenhain,Sachs,Nasseböhla,Strogaer Str.
01561,Großenhain,Sachs,Zabeltitz,Triftweg
01561,Großenhain,Sachs,Stroga,Uebigauer Str.
01561,Großenhain,Sachs,Strauch,Uebigauer Weg
01561,Großenhain,Sachs,Zabeltitz,Unter den Linden
01561,Großenhain,Sachs,Görzig,Untere Str.
01561,Großenhain,Sachs,Zabeltitz,Waldaer Str.
01561,Großenhain,Sachs,Colmnitz,Windmühlenweg
01561,Großenhain,Sachs,Walda,Zabeltitzer Str.
01561,Großenhain,Sachs,Treugeböhla,Zum Mäuseberg
01561,Großenhain,Sachs,Strauch,Zur Allee
01561,Großenhain,Sachs,Treugeböhla,Zur Waage
01561,Großenhain,Sachs,Treugeböhla,Zweitannenweg
01561,Kleinnaundorf,,,Am Eichberg
01561,Kleinnaundorf,,,Am Storchennest
01561,Kleinnaundorf,,,An der Krebsmühle
01561,Kleinnaundorf,,,Dorfplatz
01561,Kleinnaundorf,,,Dorfstr.
01561,Kleinnaundorf,,,Hauptstr.
01561,Kleinnaundorf,,,Kurzer Weg
01561,Kleinnaundorf,,,Kurzer Weg
01561,Kleinnaundorf,,,Kurzer Weg
01561,Kleinnaundorf,,,Zum Schwedenstein
01561,Kleinnaundorf,,,Zum Springbach
01561,Kleinnaundorf,,,Zur Feldmühle
01561,Kraußnitz,,,Dorfstr.
01561,Kraußnitz,,,Finkenmühlenweg
01561,Kraußnitz,,,Grenzweg
01561,Kraußnitz,,,Großenhainer Str.
01561,Kraußnitz,,,Ortrander Str.
01561,Kraußnitz,,,Ponickauer Str.
01561,Kraußnitz,,,Weinberg
01561,Lampertswalde,"b Großenhain, Sachs",Adelsdorf,Adelsdorfer Dorfstr.
01561,Lampertswalde,"b Großenhain, Sachs",Blochwitz,Alte Hauptstr.
01561,Lampertswalde,"b Großenhain, Sachs",Lampertswalde,Alter Schulgarten
01561,Lampertswalde,"b Großenhain, Sachs",Mühlbach,Am Bach
01561,Lampertswalde,"b Großenhain, Sachs",Oelsnitz,Am Bach
01561,Lampertswalde,"b Großenhain, Sachs",Lampertswalde,Am Bergsportplatz
01561,Lampertswalde,"b Großenhain, Sachs",Weißig a Raschütz,Am Forsthaus
01561,Lampertswalde,"b Großenhain, Sachs",Lampertswalde,Am Hang
01561,Lampertswalde,"b Großenhain, Sachs",Brockwitz,Am Heideberg
01561,Lampertswalde,"b Großenhain, Sachs",Oelsnitz,Am Kirchsteg
01561,Lampertswalde,"b Großenhain, Sachs",Lampertswalde,Am Mart
01561,Lampertswalde,"b Großenhain, Sachs",Oelsnitz,Am Park
01561,Lampertswalde,"b Großenhain, Sachs",Brößnitz,Am Schieferberg
01561,Lampertswalde,"b Großenhain, Sachs",Oelsnitz,Am Sportplatz
01561,Lampertswalde,"b Großenhain, Sachs",Mühlbach,Am Teich
01561,Lampertswalde,"b Großenhain, Sachs",Blochwitz,An der Gärtnerei
01561,Lampertswalde,"b Großenhain, Sachs",Weißig a Raschütz,An der Mühle
01561,Lampertswalde,"b Großenhain, Sachs",Lampertswalde,Bahnhofstr.
01561,Lampertswalde,"b Großenhain, Sachs",Lampertswalde,Bergstr.
01561,Lampertswalde,"b Großenhain, Sachs",Lampertswalde,Blochwitzer Str.
01561,Lampertswalde,"b Großenhain, Sachs",Lampertswalde,Brockwitzer Str.
01561,Lampertswalde,"b Großenhain, Sachs",Quersa,Brockwitzer Str.
01561,Lampertswalde,"b Großenhain, Sachs",Blochwitz,Brößnitzer Str.
01561,Lampertswalde,"b Großenhain, Sachs",Mühlbach,Dobrabach
01561,Lampertswalde,"b Großenhain, Sachs",Brockwitz,Dorfanger
01561,Lampertswalde,"b Großenhain, Sachs",Schönborn,Dorfstr.
01561,Lampertswalde,"b Großenhain, Sachs",Weißig a Raschütz,Dreiberg
01561,Lampertswalde,"b Großenhain, Sachs",Adelsdorf,Eichenstr.
01561,Lampertswalde,"b Großenhain, Sachs",Lampertswalde,Ernst-Thälmann-Str.
01561,Lampertswalde,"b Großenhain, Sachs",Lampertswalde,Friedensstr.
01561,Lampertswalde,"b Großenhain, Sachs",Lampertswalde,Gartenweg
01561,Lampertswalde,"b Großenhain, Sachs",Lampertswalde,Großenhainer Str.
01561,Lampertswalde,"b Großenhain, Sachs",Quersa,Hauptstr.
01561,Lampertswalde,"b Großenhain, Sachs",Brößnitz,Im Tal
01561,Lampertswalde,"b Großenhain, Sachs",Blochwitz,Kmehlener Str.
01561,Lampertswalde,"b Großenhain, Sachs",Schönborn,Liegaer Str.
01561,Lampertswalde,"b Großenhain, Sachs",Adelsdorf,Luchweg
01561,Lampertswalde,"b Großenhain, Sachs",Lampertswalde,Mühlbacher Str.
01561,Lampertswalde,"b Großenhain, Sachs",Quersa,Mühlbacher Weg
01561,Lampertswalde,"b Großenhain, Sachs",Lampertswalde,Mühlenweg
01561,Lampertswalde,"b Großenhain, Sachs",Lampertswalde,Neuer Weg
01561,Lampertswalde,"b Großenhain, Sachs",Niegeroda,Niegerodaer Dorfstr.
01561,Lampertswalde,"b Großenhain, Sachs",Oelsnitz,Oelsnitzer Hauptstr.
01561,Lampertswalde,"b Großenhain, Sachs",Lampertswalde,Ortrander Str.
01561,Lampertswalde,"b Großenhain, Sachs",Oelsnitz,Parkstr.
01561,Lampertswalde,"b Großenhain, Sachs",Brockwitz,Quersaer Str.
01561,Lampertswalde,"b Großenhain, Sachs",Lampertswalde,Radeburger Str.
01561,Lampertswalde,"b Großenhain, Sachs",Blochwitz,Ringstr.
01561,Lampertswalde,"b Großenhain, Sachs",Lampertswalde,Schiefer Weg
01561,Lampertswalde,"b Großenhain, Sachs",Lampertswalde,Schulstr.
01561,Lampertswalde,"b Großenhain, Sachs",Quersa,Siedlung
01561,Lampertswalde,"b Großenhain, Sachs",Oelsnitz,Siedlungsweg
01561,Lampertswalde,"b Großenhain, Sachs",Oelsnitz,Straucher Weg
01561,Lampertswalde,"b Großenhain, Sachs",Brößnitz,Teichmühle
01561,Lampertswalde,"b Großenhain, Sachs",Weißig a Raschütz,Weißiger Dorfstr.
01561,Lampertswalde,"b Großenhain, Sachs",Lampertswalde,Weißiger Str.
01561,Lampertswalde,"b Großenhain, Sachs",Weißig a Raschütz,Wettiner Str.
01561,Lampertswalde,"b Großenhain, Sachs",Oelsnitz,Wiesenweg
01561,Lampertswalde,"b Großenhain, Sachs",Adelsdorf,Wilhelm-Pieck-Str.
01561,Lampertswalde,"b Großenhain, Sachs",Schönborn,Ziegeleistr.
01561,Liega,,,Fasanerieweg
01561,Liega,,,Hauptstr.
01561,Liega,,,Kaltenbachweg
01561,Liega,,,Ponickauer Str.
01561,Liega,,,Schönfelder Str.
01561,Niegeroda,,,Dorfstr.
01561,Niegeroda,,,Niegerodaer Dorfstr.
01561,Oelsnitz,"b Großenhain, Sachs",,Am Bach
01561,Oelsnitz,"b Großenhain, Sachs",,Am Kirchsteg
01561,Oelsnitz,"b Großenhain, Sachs",,Am Park
01561,Oelsnitz,"b Großenhain, Sachs",,Am Sportplatz
01561,Oelsnitz,"b Großenhain, Sachs",,Hauptstr.
01561,Oelsnitz,"b Großenhain, Sachs",,Oelsnitzer Hauptstr.
01561,Oelsnitz,"b Großenhain, Sachs",,Parkstr.
01561,Oelsnitz,"b Großenhain, Sachs",,Siedlungsweg
01561,Oelsnitz,"b Großenhain, Sachs",,Straucher Weg
01561,Oelsnitz,"b Großenhain, Sachs",,Wiesenweg
01561,Priestewitz,,Altleis,Alte Dorfstr.
01561,Priestewitz,,Lenz,Am Bierlichtbach
01561,Priestewitz,,Kottewitz,Am Dorfplatz
01561,Priestewitz,,Strießen,Am Feldfrieden
01561,Priestewitz,,Döschütz,Am Forst
01561,Priestewitz,,Lenz,Am Kaßberg
01561,Priestewitz,,Priestewitz,Am Mittelstück
01561,Priestewitz,,Lenz,Am Mühlgraben
01561,Priestewitz,,Kmehlen,Am Pappelweg
01561,Priestewitz,,Kmehlen,Am Ring
01561,Priestewitz,,Nauleis,Am Rundling
01561,Priestewitz,,Baßlitz,Am Schmuhl
01561,Priestewitz,,Böhla-Bahnhof,Am Sportplatz
01561,Priestewitz,,Böhla,An der Bahn
01561,Priestewitz,,Wantewitz,An der Kirche
01561,Priestewitz,,Baselitz,An der Linde
01561,Priestewitz,,Baselitz,An der Schäferei
01561,Priestewitz,,Böhla-Bahnhof,Bahnhofstr.
01561,Priestewitz,,Gävernitz,Baßlitzer Str.
01561,Priestewitz,,Blattersleben,Bergstr.
01561,Priestewitz,,Zottewitz,Bergweg
01561,Priestewitz,,Baßlitz,Birigtstr.
01561,Priestewitz,,Porschütz,Blatterslebener Str.
01561,Priestewitz,,Priestewitz,Brunnenstr.
01561,Priestewitz,,Porschütz,Brunnenweg
01561,Priestewitz,,Blattersleben,Bäckerweg
01561,Priestewitz,,Lenz,Böhlaer Str.
01561,Priestewitz,,Geißlitz,Dallwitzer Weg
01561,Priestewitz,,Kmehlen,Dieraer Str.
01561,Priestewitz,,Zottewitz,Dorfplatz
01561,Priestewitz,,Strießen,Dorfstr.
01561,Priestewitz,,Lenz,Dresdner Str.
01561,Priestewitz,,Priestewitz,Gartengäßchen
01561,Priestewitz,,Strießen,Gartenweg
01561,Priestewitz,,Laubach,Golker Str.
01561,Priestewitz,,Böhla,Großdobritzer Str.
01561,Priestewitz,,Priestewitz,Großenhainer Str.
01561,Priestewitz,,Laubach,Grundstr.
01561,Priestewitz,,Kmehlen,Gävernitzer Landstr.
01561,Priestewitz,,Baßlitz,Gävernitzer Str.
01561,Priestewitz,,Geißlitz,Hauptstr.
01561,Priestewitz,,Kmehlen,Hohle
01561,Priestewitz,,Altleis,Hohndorfer Weg
01561,Priestewitz,,Blattersleben,Im Winkel
01561,Priestewitz,,Geißlitz,Kirchweg
01561,Priestewitz,,Porschütz,Konsumstr.
01561,Priestewitz,,Priestewitz,Kottewitzer Str.
01561,Priestewitz,,Kmehlen,Laubacher Str.
01561,Priestewitz,,Kottewitz,Lenzer Landstr.
01561,Priestewitz,,Strießen,Lindenallee
01561,Priestewitz,,Zottewitz,Lindenstr.
01561,Priestewitz,,Gävernitz,Meißner Landstr.
01561,Priestewitz,,Priestewitz,Meißner Str.
01561,Priestewitz,,Porschütz,Mühlbergstr.
01561,Priestewitz,,Lenz,Mühlenweg
01561,Priestewitz,,Lenz,Nauleiser Str.
01561,Priestewitz,,Böhla-Bahnhof,Naunhofer Str.
01561,Priestewitz,,Lenz,Neue Str.
01561,Priestewitz,,Priestewitz,Neuer Weg
01561,Priestewitz,,Medessen,Neumedessen
01561,Priestewitz,,Böhla,Obere Dorfstr.
01561,Priestewitz,,Porschütz,Oberer Weg
01561,Priestewitz,,Piskowitz,Piskowitz
01561,Priestewitz,,Priestewitz,Porschützer Weg
01561,Priestewitz,,Böhla-Bahnhof,Poststr.
01561,Priestewitz,,Stauda,Priestewitzer Str.
01561,Priestewitz,,Strießen,Querstr.
01561,Priestewitz,,Medessen,Riesaer Str.
01561,Priestewitz,,Lenz,Ringstr.
01561,Priestewitz,,Priestewitz,Ringweg
01561,Priestewitz,,Lenz,Schloßweg
01561,Priestewitz,,Strießen,Schulstr.
01561,Priestewitz,,Gävernitz,Schustergasse
01561,Priestewitz,,Zottewitz,Seußlitzer Str.
01561,Priestewitz,,Priestewitz,Siedlung
01561,Priestewitz,,Priestewitz,Staudaer Str.
01561,Priestewitz,,Lenz,Staudaer Weg
01561,Priestewitz,,Priestewitz,Strießener Str.
01561,Priestewitz,,Medessen,Strießener Weg
01561,Priestewitz,,Böhla,Untere Dorfstr.
01561,Priestewitz,,Kmehlen,Wantewitzer Str.
01561,Priestewitz,,Geißlitz,Wiesenaue
01561,Priestewitz,,Priestewitz,Wiesenweg
01561,Priestewitz,,Baselitz,Wistaudaer Str.
01561,Priestewitz,,Blattersleben,Zottewitzer Str.
01561,Priestewitz,,Priestewitz,Zschauitzer Str.
01561,Priestewitz,,Strießen,Zschieschener Str.
01561,Priestewitz,,Medessen,Zum Block
01561,Priestewitz,,Priestewitz,Äußere Meißner Str.
01561,Quersa,,,Brockwitzer Str.
01561,Quersa,,,Hauptstr.
01561,Quersa,,,Mühlbacher Weg
01561,Quersa,,,Siedlung
01561,Schönborn,"b Großenhain, Sachs",,Dorfstr.
01561,Schönborn,"b Großenhain, Sachs",,Liegaer Str.
01561,Schönborn,"b Großenhain, Sachs",,Ziegeleistr.
01561,Schönfeld,"b Großenhain, Sachs",Schönfeld,Am Bach
01561,Schönfeld,"b Großenhain, Sachs",Schönfeld,Am Hang
01561,Schönfeld,"b Großenhain, Sachs",Schönfeld,Am Schäferteich
01561,Schönfeld,"b Großenhain, Sachs",Linz,Am Wald
01561,Schönfeld,"b Großenhain, Sachs",Schönfeld,An der Dammühle
01561,Schönfeld,"b Großenhain, Sachs",Schönfeld,Bahnhofstr.
01561,Schönfeld,"b Großenhain, Sachs",Schönfeld,Bergweg
01561,Schönfeld,"b Großenhain, Sachs",Linz,Dorfstr.
01561,Schönfeld,"b Großenhain, Sachs",Schönfeld,Eichenweg
01561,Schönfeld,"b Großenhain, Sachs",Schönfeld,Freie Scholle
01561,Schönfeld,"b Großenhain, Sachs",Schönfeld,Gartenweg
01561,Schönfeld,"b Großenhain, Sachs",Schönfeld,Großenhainer Str.
01561,Schönfeld,"b Großenhain, Sachs",Schönfeld,Königsbrücker Str.
01561,Schönfeld,"b Großenhain, Sachs",Schönfeld,Liegaerstr.
01561,Schönfeld,"b Großenhain, Sachs",Schönfeld,Neuer Weg
01561,Schönfeld,"b Großenhain, Sachs",Schönfeld,Parkweg
01561,Schönfeld,"b Großenhain, Sachs",Schönfeld,Schulweg
01561,Schönfeld,"b Großenhain, Sachs",Schönfeld,Schäferweg
01561,Schönfeld,"b Großenhain, Sachs",Schönfeld,Straße der Jugend
01561,Schönfeld,"b Großenhain, Sachs",Schönfeld,Straße der MTS
01561,Schönfeld,"b Großenhain, Sachs",Schönfeld,Teichweg
01561,Schönfeld,"b Großenhain, Sachs",Schönfeld,Weinbergsweg
01561,Tauscha,"b Großenhain, Sachs",,Alte Poststr.
01561,Tauscha,"b Großenhain, Sachs",,Am Ringelweg
01561,Tauscha,"b Großenhain, Sachs",,Am Teich
01561,Tauscha,"b Großenhain, Sachs",,Anbau
01561,Tauscha,"b Großenhain, Sachs",,Dorfstr.
01561,Tauscha,"b Großenhain, Sachs",,Forsthaus
01561,Tauscha,"b Großenhain, Sachs",,Hauptstr.
01561,Tauscha,"b Großenhain, Sachs",,Heidesiedlung
01561,Tauscha,"b Großenhain, Sachs",,Kurzer Weg
01561,Tauscha,"b Großenhain, Sachs",,Pilgerstr.
01561,Tauscha,"b Großenhain, Sachs",,Unter den Linden
01561,Tauscha,"b Großenhain, Sachs",,Zum Sandberg
01561,Thiendorf,,Tauscha,Alte Poststr.
01561,Thiendorf,,Würschnitz,Alte Radeburger Str.
01561,Thiendorf,,Naundorf,Alter Waidweg
01561,Thiendorf,,Sacka,Am alten Mahl
01561,Thiendorf,,Dobra,Am Dobrabach
01561,Thiendorf,,Sacka,Am Dreieck
01561,Thiendorf,,Kleinnaundorf,Am Eichberg
